timestamp,datetime,label,door_open,sigma_co2,sigma_temp,scd_co2,scd_temp,scd_hum,bme_temp,bme_hum,bme_pres,bme_gas
1768074058.8609195,2026-01-10T20:40:59.316752,OrangeSchimmel,0,0.63,-0.28,759,12.76,65.02,10.27,78.71,940.09,44849
1768074060.8610053,2026-01-10T20:41:01.316875,OrangeSchimmel,0,0.08,-0.27,762,12.75,65.01,10.27,78.73,940.09,44475
1768074062.8610992,2026-01-10T20:41:03.317930,OrangeSchimmel,0,2.81,-0.27,770,12.77,65.03,10.27,78.77,940.08,44614
1768074064.8611834,2026-01-10T20:41:05.317124,OrangeSchimmel,0,1.04,0.32,775,12.72,65.06,10.28,78.78,940.08,44708
1768074066.8612547,2026-01-10T20:41:07.317096,OrangeSchimmel,0,-2.03,-0.27,774,12.76,65.1,10.28,78.81,940.09,44991
1768074068.8613613,2026-01-10T20:41:09.318746,OrangeSchimmel,0,2.0,-0.26,781,12.75,65.11,10.28,78.83,940.09,45038
1768074070.861443,2026-01-10T20:41:11.317291,OrangeSchimmel,0,0.0,-0.26,784,12.76,65.15,10.28,78.86,940.1,45861
1768074072.8615215,2026-01-10T20:41:13.317371,OrangeSchimmel,0,-0.96,-0.25,785,12.76,65.15,10.28,78.89,940.1,45373
1768074074.861629,2026-01-10T20:41:15.171510,OrangeSchimmel,0,0.0,0.0,,,,10.28,78.92,940.11,45422
1768074076.8617144,2026-01-10T20:41:17.408282,OrangeSchimmel,0,0.5,-0.25,789,12.77,65.18,10.28,78.94,940.11,45665
1768074078.861794,2026-01-10T20:41:19.170485,OrangeSchimmel,0,0.0,0.0,,,,10.28,78.97,940.12,45567
1768074080.8619049,2026-01-10T20:41:21.319032,OrangeSchimmel,0,-0.47,-0.25,791,12.76,65.19,10.28,78.98,940.12,45763
1768074082.861991,2026-01-10T20:41:23.317740,OrangeSchimmel,0,-0.47,-0.24,793,12.76,65.21,10.28,79.03,940.12,45812
1768074084.862074,2026-01-10T20:41:25.317922,OrangeSchimmel,0,0.03,-0.24,796,12.76,65.2,10.28,79.05,940.11,45812
1768074086.8621674,2026-01-10T20:41:27.319296,OrangeSchimmel,0,-0.96,-0.23,797,12.75,65.21,10.28,79.07,940.12,45911
1768074088.8622546,2026-01-10T20:41:29.318013,OrangeSchimmel,0,-0.45,0.37,799,12.76,65.27,10.29,79.08,940.11,45861
1768074090.8623223,2026-01-10T20:41:31.318054,OrangeSchimmel,0,-0.94,-0.24,800,12.76,65.28,10.29,79.12,940.12,46059
1768074092.8624246,2026-01-10T20:41:33.319694,OrangeSchimmel,0,0.07,-0.23,803,12.76,65.31,10.29,79.14,940.12,46010
1768074094.8625114,2026-01-10T20:41:35.318467,OrangeSchimmel,0,-0.43,-0.23,805,12.75,65.31,10.29,79.17,940.12,46159
1768074096.8625963,2026-01-10T20:41:37.318426,OrangeSchimmel,0,-0.43,-0.22,807,12.73,65.33,10.29,79.21,940.13,46159
1768074098.8627071,2026-01-10T20:41:39.319805,OrangeSchimmel,0,-0.92,-0.21,808,12.76,65.34,10.29,79.22,940.14,46209
